dogName,trackName,raceTitle,raceTime,trapNum,top3Last10Races,1stLast10Races,2ndLast10Races,3rdLast10Races
Earls Magical,ROMFORD,Race 10,16:48,2,0.8,0.4,0.0,0.4
Mohican Louis,SWINDON,Race 7,17:52,4,0.8,0.1,0.3,0.4
Snoozing Finch,CRAYFORD,Race 14,17:54,1,0.8,0.1,0.3,0.4
Hazelhill Train,MONMORE,Race 1,18:17,5,0.8,0.3,0.3,0.2
Crystal Lyla,SUNDERLAND,Race 1,18:19,6,0.8,0.1,0.3,0.4
Stonepark Ellen,PERRY BARR,Race 1,18:26,2,0.8,0.3,0.3,0.2
Porthall Storm,SWINDON,Race 9,18:31,1,0.8,0.5,0.1,0.2
Rathronan Hero,MONMORE,Race 2,18:33,2,0.8,0.2,0.3,0.3
Ardralla Simon,PERRY BARR,Race 2,18:41,1,0.8,0.1,0.3,0.4
Ballydorgan Leo,SUNDERLAND,Race 4,19:09,4,0.8,0.5,0.2,0.1
Ferryforth Jack,SUNDERLAND,Race 4,19:09,1,1.0,0.1,0.2,0.7
Beaming Numen,MONMORE,Race 5,19:24,6,0.8,0.5,0.2,0.1
Mucho Macho Ezra,SUNDERLAND,Race 5,19:26,1,0.8,0.2,0.4,0.2
Innfield Sam,SUNDERLAND,Race 5,19:26,2,0.8,0.4,0.3,0.1
Spanish King,LIMERICK,Race 3,19:28,2,0.8,0.2,0.4,0.2
Havana Ivory,PERRY BARR,Race 5,19:34,3,0.8,0.3,0.3,0.2
Pevensey Sally,HOVE,Race 6,19:36,2,0.8,0.0,0.6,0.2
Another Dove,PERRY BARR,Race 6,19:51,2,0.8,0.3,0.3,0.2
Onyergofreddie,MONMORE,Race 7,20:03,3,0.8,0.1,0.3,0.4
Sandy Willow,PERRY BARR,Race 7,20:06,5,0.8,0.2,0.3,0.3
Morning Light,SUNDERLAND,Race 8,20:12,1,0.9,0.2,0.3,0.4
Affane News,PERRY BARR,Race 8,20:21,1,0.9,0.6,0.2,0.1
Bower Turbo,PERRY BARR,Race 8,20:21,3,0.9,0.3,0.3,0.3
Anamcara,SUNDERLAND,Race 9,20:27,5,0.8,0.3,0.2,0.3
Sheriff,LIMERICK,Donal Scanlon Memorial A2 525 Final,20:29,1,0.9,0.4,0.1,0.4
Velcoro,PERRY BARR,Race 9,20:36,5,0.8,0.1,0.3,0.4
Bellagors Rebel,LIMERICK,Race 8,20:47,1,0.8,0.4,0.2,0.2
Spartadash,HOVE,Race 10,20:54,5,0.9,0.1,0.2,0.6
Noirs Marilyn,SUNDERLAND,Race 11,21:01,4,0.8,0.2,0.1,0.5
Daves Gift,MONMORE,Race 10,21:02,3,0.9,0.5,0.4,0.0
Moanteen Sweep,MONMORE,Race 10,21:02,2,0.8,0.4,0.4,0.0
Pakistan Falcon,SUNDERLAND,Race 12,21:16,2,0.8,0.1,0.5,0.2
Ratchies Amor,SUNDERLAND,Race 12,21:16,1,0.9,0.2,0.2,0.5
Tyrap Borris,LIMERICK,Race 10,21:22,2,0.8,0.3,0.3,0.2
Rollinontheriver,HOVE,Race 12,21:28,5,0.8,0.2,0.1,0.5
